timestep	swarm_quality	color_0	color_1	color_2	color_3	color_4
0	0.70	70	10	6	5	9
1	0.70	70	10	6	5	9
2	0.70	70	10	6	5	9
3	0.70	70	10	6	5	9
4	0.70	70	10	6	5	9
5	0.69	69	10	6	5	10
6	0.68	68	11	6	5	10
7	0.68	68	11	6	5	10
8	0.68	68	11	6	5	10
9	0.68	68	11	6	5	10
10	0.68	68	11	6	5	10
11	0.68	68	11	6	5	10
12	0.68	68	11	6	5	10
13	0.68	68	11	6	5	10
14	0.68	68	11	6	5	10
15	0.68	68	11	6	5	10
16	0.68	68	11	6	5	10
17	0.68	68	11	6	5	10
18	0.68	68	11	6	5	10
19	0.68	68	11	6	5	10
20	0.68	68	11	6	5	10
21	0.68	68	11	6	5	10
22	0.68	68	11	6	5	10
23	0.68	68	11	6	5	10
24	0.68	68	11	6	5	10
25	0.68	68	11	6	5	10
26	0.68	68	11	6	5	10
27	0.68	68	11	6	5	10
28	0.68	68	11	6	5	10
29	0.68	68	11	6	5	10
30	0.68	68	11	6	5	10
31	0.68	68	11	6	5	10
32	0.68	68	11	6	5	10
33	0.67	67	12	6	5	10
34	0.67	67	12	6	5	10
35	0.66	66	12	6	5	11
36	0.66	66	12	6	5	11
37	0.66	66	12	6	5	11
38	0.66	66	12	6	5	11
39	0.65	65	12	6	6	11
40	0.65	65	12	6	6	11
41	0.65	65	12	6	6	11
42	0.65	65	12	6	6	11
43	0.65	65	12	6	6	11
44	0.65	65	12	6	6	11
45	0.65	65	12	6	6	11
46	0.65	65	12	6	6	11
47	0.65	65	12	6	6	11
48	0.65	65	12	6	6	11
49	0.65	65	12	6	6	11
50	0.65	65	12	6	6	11
51	0.64	64	13	6	6	11
52	0.64	64	13	6	6	11
53	0.64	64	13	6	6	11
54	0.64	64	13	6	6	11
55	0.64	64	13	6	6	11
56	0.64	64	13	6	6	11
57	0.64	64	13	6	6	11
58	0.64	64	13	6	6	11
59	0.64	64	13	6	6	11
60	0.64	64	13	6	6	11
61	0.64	64	13	6	6	11
62	0.64	64	13	6	6	11
63	0.64	64	13	6	6	11
64	0.64	64	13	6	6	11
65	0.64	64	13	6	6	11
66	0.64	64	13	6	6	11
67	0.64	64	13	6	6	11
68	0.64	64	13	6	6	11
69	0.64	64	13	6	6	11
70	0.65	65	13	6	5	11
71	0.66	66	13	6	5	10
72	0.67	67	13	6	5	9
73	0.68	68	13	6	5	8
74	0.68	68	13	6	5	8
75	0.69	69	13	6	5	7
76	0.70	70	12	6	5	7
77	0.71	71	12	6	4	7
78	0.72	72	12	5	4	7
79	0.73	73	12	4	4	7
80	0.74	74	11	4	4	7
81	0.75	75	11	4	4	6
82	0.76	76	11	4	3	6
83	0.77	77	10	4	3	6
84	0.78	78	10	3	3	6
85	0.79	79	10	2	3	6
86	0.80	80	9	2	3	6
87	0.80	80	9	1	3	7
88	0.81	81	9	1	2	7
89	0.82	82	8	1	2	7
90	0.83	83	8	1	2	6
91	0.84	84	7	1	2	6
92	0.85	85	6	1	2	6
93	0.86	86	6	1	1	6
94	0.87	87	5	1	1	6
95	0.88	88	4	1	1	6
96	0.89	89	4	0	1	6
97	0.90	90	4	0	1	5
98	0.91	91	3	0	1	5
99	0.92	92	3	0	1	4
100	0.92	92	3	0	1	4
101	0.92	92	3	0	1	4
102	0.92	92	3	0	1	4
103	0.92	92	3	0	1	4
104	0.92	92	3	0	1	4
105	0.93	93	3	0	1	3
106	0.94	94	2	0	1	3
107	0.94	94	2	0	1	3
108	0.94	94	2	0	1	3
109	0.94	94	2	0	1	3
110	0.94	94	2	0	1	3
111	0.93	93	3	0	1	3
112	0.93	93	3	0	1	3
113	0.93	93	3	0	1	3
114	0.93	93	3	0	1	3
115	0.93	93	3	0	1	3
116	0.93	93	3	0	1	3
117	0.93	93	3	0	1	3
118	0.93	93	3	0	1	3
119	0.93	93	3	0	1	3
120	0.92	92	3	0	2	3
121	0.92	92	3	0	2	3
122	0.92	92	3	0	2	3
123	0.92	92	3	0	2	3
124	0.92	92	3	0	2	3
125	0.92	92	3	0	2	3
126	0.92	92	3	0	2	3
127	0.92	92	3	0	2	3
128	0.92	92	3	0	2	3
129	0.92	92	3	0	2	3
130	0.92	92	3	0	2	3
131	0.92	92	3	0	2	3
132	0.92	92	3	0	2	3
133	0.93	93	2	0	2	3
134	0.93	93	2	0	2	3
135	0.94	94	2	0	2	2
136	0.94	94	2	0	2	2
137	0.94	94	2	0	2	2
138	0.94	94	2	0	2	2
139	0.95	95	2	0	1	2
140	0.95	95	2	0	1	2
141	0.95	95	2	0	1	2
142	0.95	95	2	0	1	2
143	0.95	95	2	0	1	2
144	0.95	95	2	0	1	2
145	0.95	95	2	0	1	2
146	0.95	95	2	0	1	2
147	0.95	95	2	0	1	2
148	0.95	95	2	0	1	2
149	0.95	95	2	0	1	2
150	0.95	95	2	0	1	2
151	0.96	96	1	0	1	2
152	0.96	96	1	0	1	2
153	0.96	96	1	0	1	2
154	0.96	96	1	0	1	2
155	0.96	96	1	0	1	2
156	0.96	96	1	0	1	2
157	0.96	96	1	0	1	2
158	0.96	96	1	0	1	2
159	0.96	96	1	0	1	2
160	0.96	96	1	0	1	2
161	0.96	96	1	0	1	2
162	0.96	96	1	0	1	2
163	0.96	96	1	0	1	2
164	0.96	96	1	0	1	2
165	0.96	96	1	0	1	2
166	0.96	96	1	0	1	2
167	0.96	96	1	0	1	2
168	0.96	96	1	0	1	2
169	0.96	96	1	0	1	2
170	0.96	96	1	0	1	2
171	0.95	95	1	0	2	2
172	0.95	95	1	0	2	2
173	0.95	95	1	0	2	2
