timestep	swarm_quality	color_0	color_1
0	0.70	70	30
1	0.70	70	30
2	0.70	70	30
3	0.69	69	31
4	0.69	69	31
5	0.69	69	31
6	0.69	69	31
7	0.69	69	31
8	0.68	68	32
9	0.67	67	33
10	0.67	67	33
11	0.67	67	33
12	0.67	67	33
13	0.66	66	34
14	0.65	65	35
15	0.65	65	35
16	0.65	65	35
17	0.65	65	35
18	0.64	64	36
19	0.64	64	36
20	0.64	64	36
21	0.64	64	36
22	0.64	64	36
23	0.64	64	36
24	0.64	64	36
25	0.64	64	36
26	0.63	63	37
27	0.63	63	37
28	0.63	63	37
29	0.63	63	37
30	0.63	63	37
31	0.63	63	37
32	0.63	63	37
33	0.63	63	37
34	0.63	63	37
35	0.63	63	37
36	0.63	63	37
37	0.63	63	37
38	0.63	63	37
39	0.63	63	37
40	0.62	62	38
41	0.62	62	38
42	0.62	62	38
43	0.62	62	38
44	0.62	62	38
45	0.62	62	38
46	0.62	62	38
47	0.62	62	38
48	0.62	62	38
49	0.62	62	38
50	0.62	62	38
51	0.61	61	39
52	0.61	61	39
53	0.60	60	40
54	0.59	59	41
55	0.58	58	42
56	0.58	58	42
57	0.57	57	43
58	0.57	57	43
59	0.57	57	43
60	0.56	56	44
61	0.55	55	45
62	0.55	55	45
63	0.54	54	46
64	0.54	54	46
65	0.54	54	46
66	0.54	54	46
67	0.54	54	46
68	0.53	53	47
69	0.53	53	47
70	0.54	54	46
71	0.55	55	45
72	0.56	56	44
73	0.57	57	43
74	0.57	57	43
75	0.58	58	42
76	0.59	59	41
77	0.59	59	41
78	0.60	60	40
79	0.61	61	39
80	0.62	62	38
81	0.62	62	38
82	0.63	63	37
83	0.63	63	37
84	0.63	63	37
85	0.64	64	36
86	0.65	65	35
87	0.66	66	34
88	0.67	67	33
89	0.68	68	32
90	0.69	69	31
91	0.70	70	30
92	0.71	71	29
93	0.72	72	28
94	0.72	72	28
95	0.73	73	27
96	0.74	74	26
97	0.75	75	25
98	0.75	75	25
99	0.75	75	25
100	0.75	75	25
101	0.74	74	26
102	0.74	74	26
103	0.75	75	25
104	0.75	75	25
105	0.75	75	25
106	0.75	75	25
107	0.75	75	25
108	0.75	75	25
109	0.75	75	25
110	0.75	75	25
111	0.75	75	25
112	0.75	75	25
113	0.76	76	24
114	0.76	76	24
115	0.75	75	25
116	0.75	75	25
117	0.75	75	25
118	0.76	76	24
119	0.76	76	24
120	0.76	76	24
121	0.76	76	24
122	0.76	76	24
123	0.76	76	24
124	0.76	76	24
125	0.76	76	24
126	0.77	77	23
127	0.77	77	23
128	0.77	77	23
129	0.77	77	23
130	0.77	77	23
131	0.76	76	24
132	0.76	76	24
133	0.76	76	24
134	0.75	75	25
135	0.75	75	25
136	0.75	75	25
137	0.74	74	26
138	0.73	73	27
139	0.72	72	28
140	0.73	73	27
141	0.73	73	27
142	0.73	73	27
143	0.73	73	27
144	0.73	73	27
145	0.73	73	27
146	0.73	73	27
147	0.72	72	28
148	0.71	71	29
149	0.71	71	29
150	0.71	71	29
151	0.71	71	29
152	0.71	71	29
153	0.72	72	28
154	0.73	73	27
155	0.74	74	26
156	0.74	74	26
157	0.75	75	25
158	0.75	75	25
159	0.74	74	26
160	0.75	75	25
161	0.76	76	24
162	0.76	76	24
163	0.77	77	23
164	0.77	77	23
165	0.77	77	23
166	0.77	77	23
167	0.77	77	23
168	0.78	78	22
169	0.77	77	23
170	0.77	77	23
171	0.77	77	23
172	0.77	77	23
173	0.77	77	23
174	0.78	78	22
175	0.78	78	22
176	0.77	77	23
177	0.78	78	22
178	0.78	78	22
179	0.77	77	23
180	0.77	77	23
181	0.78	78	22
182	0.78	78	22
183	0.79	79	21
184	0.79	79	21
185	0.79	79	21
186	0.79	79	21
187	0.79	79	21
188	0.79	79	21
189	0.79	79	21
190	0.79	79	21
191	0.79	79	21
192	0.78	78	22
193	0.77	77	23
194	0.77	77	23
195	0.77	77	23
196	0.77	77	23
197	0.77	77	23
198	0.77	77	23
199	0.78	78	22
200	0.78	78	22
201	0.79	79	21
202	0.79	79	21
203	0.79	79	21
204	0.79	79	21
205	0.79	79	21
206	0.79	79	21
207	0.79	79	21
208	0.79	79	21
209	0.79	79	21
210	0.79	79	21
211	0.79	79	21
212	0.79	79	21
213	0.79	79	21
214	0.80	80	20
215	0.81	81	19
216	0.81	81	19
217	0.81	81	19
218	0.81	81	19
219	0.81	81	19
220	0.81	81	19
221	0.81	81	19
222	0.81	81	19
223	0.80	80	20
224	0.79	79	21
225	0.79	79	21
226	0.79	79	21
227	0.79	79	21
228	0.79	79	21
229	0.79	79	21
230	0.79	79	21
231	0.80	80	20
232	0.79	79	21
233	0.79	79	21
234	0.80	80	20
235	0.79	79	21
236	0.78	78	22
237	0.79	79	21
238	0.80	80	20
239	0.81	81	19
240	0.81	81	19
241	0.81	81	19
242	0.81	81	19
243	0.81	81	19
244	0.81	81	19
245	0.81	81	19
246	0.80	80	20
247	0.81	81	19
248	0.82	82	18
249	0.81	81	19
250	0.81	81	19
251	0.81	81	19
252	0.80	80	20
253	0.80	80	20
254	0.80	80	20
255	0.80	80	20
256	0.80	80	20
257	0.80	80	20
258	0.80	80	20
259	0.81	81	19
260	0.81	81	19
261	0.81	81	19
262	0.81	81	19
263	0.81	81	19
264	0.81	81	19
265	0.81	81	19
266	0.81	81	19
267	0.81	81	19
268	0.81	81	19
269	0.82	82	18
270	0.82	82	18
271	0.81	81	19
272	0.80	80	20
273	0.80	80	20
274	0.80	80	20
275	0.80	80	20
276	0.81	81	19
277	0.80	80	20
278	0.80	80	20
279	0.81	81	19
280	0.81	81	19
281	0.81	81	19
282	0.80	80	20
283	0.79	79	21
284	0.80	80	20
285	0.80	80	20
286	0.80	80	20
287	0.80	80	20
288	0.80	80	20
289	0.80	80	20
290	0.79	79	21
291	0.79	79	21
292	0.79	79	21
293	0.80	80	20
294	0.81	81	19
295	0.81	81	19
296	0.81	81	19
297	0.81	81	19
298	0.81	81	19
299	0.81	81	19
300	0.81	81	19
301	0.81	81	19
302	0.81	81	19
303	0.81	81	19
304	0.81	81	19
305	0.81	81	19
306	0.81	81	19
307	0.80	80	20
308	0.80	80	20
309	0.81	81	19
310	0.81	81	19
311	0.81	81	19
312	0.81	81	19
313	0.81	81	19
314	0.81	81	19
315	0.81	81	19
316	0.81	81	19
317	0.81	81	19
318	0.81	81	19
319	0.81	81	19
320	0.81	81	19
321	0.81	81	19
322	0.81	81	19
323	0.82	82	18
324	0.83	83	17
325	0.83	83	17
326	0.83	83	17
327	0.83	83	17
328	0.82	82	18
329	0.82	82	18
330	0.82	82	18
331	0.81	81	19
332	0.81	81	19
333	0.81	81	19
334	0.80	80	20
335	0.80	80	20
336	0.81	81	19
337	0.80	80	20
338	0.80	80	20
339	0.79	79	21
340	0.79	79	21
341	0.79	79	21
342	0.79	79	21
343	0.79	79	21
344	0.78	78	22
345	0.78	78	22
346	0.78	78	22
347	0.78	78	22
348	0.78	78	22
349	0.79	79	21
350	0.79	79	21
351	0.80	80	20
352	0.81	81	19
353	0.81	81	19
354	0.81	81	19
355	0.81	81	19
356	0.81	81	19
357	0.81	81	19
358	0.81	81	19
359	0.80	80	20
360	0.80	80	20
361	0.79	79	21
362	0.79	79	21
363	0.79	79	21
364	0.79	79	21
365	0.78	78	22
366	0.77	77	23
367	0.77	77	23
368	0.77	77	23
369	0.77	77	23
370	0.77	77	23
371	0.78	78	22
372	0.79	79	21
373	0.79	79	21
374	0.79	79	21
375	0.79	79	21
376	0.79	79	21
377	0.80	80	20
378	0.79	79	21
379	0.79	79	21
380	0.79	79	21
381	0.79	79	21
382	0.79	79	21
383	0.79	79	21
384	0.79	79	21
385	0.79	79	21
386	0.79	79	21
387	0.79	79	21
388	0.79	79	21
389	0.79	79	21
390	0.80	80	20
391	0.80	80	20
392	0.81	81	19
393	0.80	80	20
394	0.80	80	20
395	0.80	80	20
396	0.80	80	20
397	0.80	80	20
398	0.80	80	20
399	0.79	79	21
400	0.78	78	22
401	0.78	78	22
402	0.78	78	22
403	0.78	78	22
404	0.77	77	23
405	0.77	77	23
406	0.77	77	23
407	0.78	78	22
408	0.79	79	21
409	0.79	79	21
410	0.79	79	21
411	0.79	79	21
412	0.79	79	21
413	0.79	79	21
414	0.79	79	21
415	0.78	78	22
416	0.77	77	23
417	0.77	77	23
418	0.77	77	23
419	0.77	77	23
420	0.77	77	23
421	0.77	77	23
422	0.77	77	23
423	0.77	77	23
424	0.77	77	23
425	0.77	77	23
426	0.77	77	23
427	0.77	77	23
428	0.77	77	23
429	0.77	77	23
430	0.77	77	23
431	0.78	78	22
432	0.78	78	22
433	0.78	78	22
434	0.78	78	22
435	0.79	79	21
436	0.79	79	21
437	0.80	80	20
438	0.80	80	20
439	0.81	81	19
440	0.81	81	19
441	0.81	81	19
442	0.81	81	19
443	0.81	81	19
444	0.82	82	18
445	0.82	82	18
446	0.83	83	17
447	0.83	83	17
448	0.83	83	17
449	0.82	82	18
450	0.82	82	18
451	0.82	82	18
452	0.82	82	18
453	0.82	82	18
454	0.82	82	18
455	0.82	82	18
456	0.81	81	19
457	0.81	81	19
458	0.81	81	19
459	0.82	82	18
460	0.82	82	18
461	0.83	83	17
462	0.83	83	17
463	0.83	83	17
464	0.83	83	17
465	0.84	84	16
466	0.85	85	15
467	0.84	84	16
468	0.84	84	16
469	0.84	84	16
470	0.84	84	16
471	0.84	84	16
472	0.84	84	16
473	0.84	84	16
474	0.84	84	16
475	0.84	84	16
476	0.83	83	17
477	0.83	83	17
478	0.84	84	16
479	0.83	83	17
480	0.83	83	17
481	0.82	82	18
482	0.83	83	17
483	0.84	84	16
484	0.84	84	16
485	0.84	84	16
486	0.84	84	16
487	0.84	84	16
488	0.83	83	17
489	0.83	83	17
490	0.83	83	17
491	0.83	83	17
492	0.82	82	18
493	0.83	83	17
494	0.83	83	17
495	0.83	83	17
496	0.83	83	17
497	0.83	83	17
498	0.83	83	17
499	0.83	83	17
500	0.84	84	16
501	0.84	84	16
502	0.84	84	16
503	0.84	84	16
504	0.85	85	15
505	0.85	85	15
506	0.85	85	15
507	0.85	85	15
508	0.85	85	15
509	0.85	85	15
510	0.84	84	16
511	0.83	83	17
512	0.83	83	17
513	0.83	83	17
514	0.83	83	17
515	0.84	84	16
516	0.85	85	15
517	0.85	85	15
518	0.85	85	15
519	0.85	85	15
520	0.85	85	15
521	0.85	85	15
522	0.85	85	15
523	0.85	85	15
524	0.85	85	15
525	0.85	85	15
526	0.85	85	15
527	0.85	85	15
528	0.86	86	14
529	0.86	86	14
530	0.86	86	14
531	0.86	86	14
532	0.87	87	13
533	0.87	87	13
534	0.88	88	12
535	0.88	88	12
536	0.88	88	12
537	0.88	88	12
538	0.88	88	12
539	0.88	88	12
540	0.88	88	12
541	0.87	87	13
542	0.87	87	13
543	0.87	87	13
544	0.87	87	13
545	0.87	87	13
546	0.87	87	13
547	0.87	87	13
548	0.87	87	13
549	0.88	88	12
550	0.88	88	12
551	0.87	87	13
552	0.87	87	13
553	0.87	87	13
554	0.87	87	13
555	0.87	87	13
556	0.88	88	12
557	0.87	87	13
558	0.87	87	13
559	0.87	87	13
560	0.86	86	14
561	0.85	85	15
562	0.85	85	15
563	0.84	84	16
564	0.84	84	16
565	0.84	84	16
566	0.84	84	16
567	0.85	85	15
568	0.84	84	16
569	0.84	84	16
570	0.84	84	16
571	0.84	84	16
572	0.84	84	16
573	0.84	84	16
574	0.84	84	16
575	0.84	84	16
576	0.85	85	15
577	0.84	84	16
578	0.84	84	16
579	0.85	85	15
580	0.85	85	15
581	0.86	86	14
582	0.86	86	14
583	0.86	86	14
584	0.86	86	14
585	0.86	86	14
586	0.86	86	14
587	0.86	86	14
588	0.87	87	13
589	0.87	87	13
590	0.87	87	13
591	0.87	87	13
592	0.88	88	12
593	0.87	87	13
594	0.87	87	13
595	0.86	86	14
596	0.86	86	14
597	0.86	86	14
598	0.86	86	14
599	0.87	87	13
600	0.87	87	13
601	0.87	87	13
602	0.87	87	13
603	0.87	87	13
604	0.86	86	14
605	0.86	86	14
606	0.86	86	14
607	0.86	86	14
608	0.86	86	14
609	0.85	85	15
610	0.86	86	14
611	0.87	87	13
612	0.87	87	13
613	0.87	87	13
614	0.87	87	13
615	0.87	87	13
616	0.87	87	13
617	0.87	87	13
618	0.87	87	13
619	0.87	87	13
620	0.87	87	13
621	0.87	87	13
622	0.86	86	14
623	0.86	86	14
624	0.86	86	14
625	0.86	86	14
626	0.86	86	14
627	0.86	86	14
628	0.86	86	14
629	0.86	86	14
630	0.86	86	14
631	0.86	86	14
632	0.86	86	14
633	0.85	85	15
634	0.85	85	15
635	0.84	84	16
636	0.84	84	16
637	0.84	84	16
638	0.84	84	16
639	0.84	84	16
640	0.84	84	16
641	0.85	85	15
642	0.85	85	15
643	0.85	85	15
644	0.85	85	15
