timestep	swarm_quality	color_0	color_1	color_2	color_3	color_4
0	0.70	35	7	4	1	3
1	0.70	35	7	4	1	3
2	0.70	35	7	4	1	3
3	0.70	35	7	4	1	3
4	0.70	35	7	4	1	3
5	0.70	35	7	4	1	3
6	0.70	35	7	4	1	3
7	0.70	35	7	4	1	3
8	0.70	35	7	4	1	3
9	0.70	35	7	4	1	3
10	0.70	35	7	4	1	3
11	0.68	34	7	5	1	3
12	0.68	34	7	5	1	3
13	0.68	34	7	5	1	3
14	0.68	34	7	5	1	3
15	0.68	34	7	5	1	3
16	0.68	34	7	5	1	3
17	0.68	34	7	5	1	3
18	0.68	34	7	5	1	3
19	0.68	34	7	5	1	3
20	0.68	34	7	5	1	3
21	0.68	34	7	5	1	3
22	0.66	33	8	5	1	3
23	0.66	33	8	5	1	3
24	0.66	33	8	5	1	3
25	0.66	33	8	5	1	3
26	0.66	33	8	5	1	3
27	0.66	33	8	5	1	3
28	0.66	33	8	5	1	3
29	0.64	32	8	6	1	3
30	0.64	32	8	6	1	3
31	0.64	32	8	6	1	3
32	0.64	32	8	6	1	3
33	0.64	32	8	6	1	3
34	0.64	32	8	6	1	3
35	0.66	33	7	6	1	3
36	0.68	34	6	6	1	3
37	0.70	35	6	6	1	2
38	0.70	35	5	6	1	3
39	0.72	36	5	6	1	2
40	0.74	37	5	5	1	2
41	0.76	38	5	5	1	1
42	0.78	39	5	4	1	1
43	0.80	40	4	4	1	1
44	0.80	40	3	5	1	1
45	0.82	41	3	4	1	1
46	0.84	42	3	4	0	1
47	0.86	43	2	4	0	1
48	0.88	44	1	4	0	1
49	0.90	45	1	3	0	1
50	0.88	44	1	3	0	2
51	0.88	44	1	3	0	2
52	0.88	44	1	3	0	2
53	0.88	44	1	3	0	2
54	0.88	44	1	3	0	2
55	0.88	44	1	3	0	2
56	0.86	43	2	3	0	2
57	0.86	43	2	3	0	2
58	0.86	43	2	3	0	2
59	0.86	43	2	3	0	2
60	0.86	43	2	3	0	2
61	0.88	44	2	2	0	2
62	0.88	44	2	2	0	2
63	0.88	44	2	2	0	2
64	0.88	44	2	2	0	2
65	0.88	44	2	2	0	2
66	0.88	44	2	2	0	2
67	0.88	44	2	2	0	2
68	0.88	44	2	2	0	2
69	0.88	44	2	2	0	2
70	0.88	44	2	2	0	2
71	0.88	44	2	2	0	2
72	0.90	45	1	2	0	2
73	0.90	45	1	2	0	2
74	0.90	45	1	2	0	2
75	0.90	45	1	2	0	2
76	0.90	45	1	2	0	2
77	0.90	45	1	2	0	2
78	0.90	45	1	2	0	2
79	0.92	46	1	1	0	2
80	0.92	46	1	1	0	2
81	0.92	46	1	1	0	2
