timestep	swarm_quality	color_0	color_1	color_2	color_3	color_4
0	0.70	35	5	3	0	7
1	0.70	35	5	3	0	7
2	0.70	35	5	3	0	7
3	0.70	35	5	3	0	7
4	0.70	35	5	3	0	7
5	0.70	35	5	3	0	7
6	0.70	35	5	3	0	7
7	0.68	34	5	4	0	7
8	0.68	34	5	4	0	7
9	0.68	34	5	4	0	7
10	0.68	34	5	4	0	7
11	0.68	34	5	4	0	7
12	0.66	33	5	4	0	8
13	0.66	33	5	4	0	8
14	0.66	33	5	4	0	8
15	0.66	33	5	4	0	8
16	0.64	32	5	4	0	9
17	0.62	31	6	4	0	9
18	0.62	31	6	4	0	9
19	0.62	31	6	4	0	9
20	0.60	30	7	4	0	9
21	0.60	30	7	4	0	9
22	0.60	30	7	4	0	9
23	0.60	30	7	4	0	9
24	0.60	30	7	4	0	9
25	0.60	30	7	4	0	9
26	0.60	30	7	4	0	9
27	0.60	30	7	4	0	9
28	0.60	30	7	4	0	9
29	0.60	30	7	4	0	9
30	0.60	30	7	4	0	9
31	0.60	30	7	4	0	9
32	0.60	30	7	4	0	9
33	0.60	30	7	4	0	9
34	0.60	30	7	4	0	9
35	0.62	31	7	3	0	9
36	0.64	32	7	2	0	9
37	0.66	33	7	2	0	8
38	0.68	34	6	2	0	8
39	0.70	35	6	1	0	8
40	0.72	36	6	1	0	7
41	0.74	37	6	1	0	6
42	0.76	38	6	1	0	5
43	0.78	39	6	1	0	4
44	0.80	40	6	1	0	3
45	0.82	41	5	1	0	3
46	0.84	42	4	1	0	3
47	0.84	42	5	1	0	2
48	0.86	43	4	1	0	2
49	0.88	44	3	1	0	2
50	0.88	44	3	1	0	2
51	0.88	44	3	1	0	2
52	0.88	44	3	1	0	2
53	0.88	44	3	1	0	2
54	0.88	44	3	1	0	2
55	0.86	43	3	1	1	2
56	0.86	43	3	1	1	2
57	0.88	44	3	0	1	2
58	0.88	44	3	0	1	2
59	0.88	44	3	0	1	2
60	0.88	44	3	0	1	2
61	0.88	44	3	0	1	2
62	0.90	45	3	0	1	1
63	0.90	45	3	0	1	1
64	0.90	45	3	0	1	1
65	0.90	45	3	0	1	1
66	0.92	46	3	0	1	0
67	0.94	47	2	0	1	0
68	0.94	47	2	0	1	0
69	0.94	47	2	0	1	0
70	0.96	48	1	0	1	0
71	0.96	48	1	0	1	0
72	0.96	48	1	0	1	0
73	0.96	48	1	0	1	0
74	0.96	48	1	0	1	0
75	0.96	48	1	0	1	0
76	0.96	48	1	0	1	0
77	0.96	48	1	0	1	0
78	0.96	48	1	0	1	0
79	0.96	48	1	0	1	0
80	0.96	48	1	0	1	0
81	0.96	48	1	0	1	0
82	0.96	48	1	0	1	0
83	0.96	48	1	0	1	0
