timestep	swarm_quality	color_0	color_1	color_2	color_3	color_4
0	0.70	70	13	7	3	7
1	0.70	70	13	7	3	7
2	0.70	70	13	7	3	7
3	0.70	70	13	7	3	7
4	0.70	70	13	7	3	7
5	0.70	70	13	7	3	7
6	0.70	70	13	7	3	7
7	0.70	70	13	7	3	7
8	0.70	70	13	7	3	7
9	0.70	70	13	7	3	7
10	0.70	70	13	7	3	7
11	0.70	70	13	7	3	7
12	0.70	70	13	7	3	7
13	0.70	70	13	7	3	7
14	0.70	70	13	7	3	7
15	0.70	70	13	7	3	7
16	0.70	70	13	7	3	7
17	0.70	70	13	7	3	7
18	0.70	70	13	7	3	7
19	0.70	70	13	7	3	7
20	0.70	70	13	7	3	7
21	0.69	69	13	7	3	8
22	0.69	69	13	7	3	8
23	0.69	69	13	7	3	8
24	0.69	69	13	7	3	8
25	0.69	69	13	7	3	8
26	0.69	69	13	7	3	8
27	0.69	69	13	7	3	8
28	0.69	69	13	7	3	8
29	0.69	69	13	7	3	8
30	0.69	69	13	7	3	8
31	0.69	69	13	7	3	8
32	0.69	69	13	7	3	8
33	0.69	69	13	7	3	8
34	0.69	69	13	7	3	8
35	0.69	69	13	7	3	8
36	0.69	69	13	7	3	8
37	0.69	69	13	7	3	8
38	0.69	69	13	7	3	8
39	0.69	69	13	7	3	8
40	0.69	69	13	7	3	8
41	0.69	69	13	7	3	8
42	0.69	69	13	7	3	8
43	0.69	69	13	7	3	8
44	0.68	68	13	7	3	9
45	0.68	68	13	7	3	9
46	0.68	68	13	7	3	9
47	0.68	68	13	7	3	9
48	0.68	68	13	7	3	9
49	0.68	68	13	7	3	9
50	0.68	68	13	7	3	9
51	0.68	68	13	7	3	9
52	0.68	68	13	7	3	9
53	0.68	68	13	7	3	9
54	0.68	68	13	7	3	9
55	0.68	68	13	7	3	9
56	0.68	68	13	7	3	9
57	0.68	68	13	7	3	9
58	0.67	67	13	7	3	10
59	0.67	67	13	7	3	10
60	0.67	67	13	7	3	10
61	0.67	67	13	7	3	10
62	0.67	67	13	7	3	10
63	0.67	67	13	7	3	10
64	0.67	67	13	7	3	10
65	0.67	67	13	7	3	10
66	0.67	67	13	7	3	10
67	0.67	67	13	7	3	10
68	0.67	67	13	7	3	10
69	0.66	66	13	7	4	10
70	0.67	67	13	7	4	9
71	0.67	67	12	7	5	9
72	0.68	68	11	7	5	9
73	0.69	69	10	7	5	9
74	0.70	70	10	6	5	9
75	0.71	71	9	6	5	9
76	0.72	72	9	6	5	8
77	0.73	73	9	5	5	8
78	0.74	74	8	5	5	8
79	0.75	75	8	5	4	8
80	0.76	76	8	5	3	8
81	0.77	77	7	5	3	8
82	0.78	78	7	5	2	8
83	0.79	79	7	5	2	7
84	0.80	80	6	5	2	7
85	0.81	81	6	4	2	7
86	0.82	82	6	3	2	7
87	0.83	83	6	3	2	6
88	0.84	84	6	2	2	6
89	0.85	85	5	2	2	6
90	0.85	85	5	2	2	6
91	0.86	86	4	2	2	6
92	0.87	87	4	1	2	6
93	0.88	88	4	1	2	5
94	0.89	89	3	1	2	5
95	0.90	90	2	1	2	5
96	0.91	91	1	1	2	5
97	0.92	92	0	1	2	5
98	0.93	93	0	0	2	5
99	0.94	94	0	0	2	4
100	0.94	94	0	0	2	4
101	0.94	94	0	0	2	4
102	0.94	94	0	0	2	4
103	0.94	94	0	0	2	4
104	0.94	94	0	0	2	4
105	0.94	94	0	0	2	4
106	0.94	94	0	0	2	4
107	0.94	94	0	0	2	4
108	0.94	94	0	0	2	4
109	0.94	94	0	0	2	4
110	0.94	94	0	0	2	4
111	0.94	94	0	0	2	4
112	0.94	94	0	0	2	4
113	0.94	94	0	0	2	4
114	0.94	94	0	0	2	4
115	0.94	94	0	0	2	4
116	0.94	94	0	0	2	4
117	0.94	94	0	0	2	4
118	0.94	94	0	0	2	4
119	0.94	94	0	0	2	4
120	0.94	94	0	0	2	4
121	0.95	95	0	0	2	3
122	0.95	95	0	0	2	3
123	0.95	95	0	0	2	3
124	0.95	95	0	0	2	3
125	0.95	95	0	0	2	3
126	0.95	95	0	0	2	3
127	0.95	95	0	0	2	3
128	0.95	95	0	0	2	3
129	0.95	95	0	0	2	3
130	0.95	95	0	0	2	3
131	0.95	95	0	0	2	3
132	0.95	95	0	0	2	3
133	0.95	95	0	0	2	3
134	0.95	95	0	0	2	3
135	0.95	95	0	0	2	3
